company_name,totalScore,reviewsCount,street,city,state,country,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,google_maps_url,categoryName,email,lead_score
Radiant Refine Medspa,4.9,41,3604 Preston Rd Suite 200,Plano,Texas,US,https://www.radiantrefinespa.com/,(945) 387-5171,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Radiant%20Refine%20Medspa&query_place_id=ChIJAzB4eBAjTIYRUEFk0mBalPo,Medical spa,,50
Abracadabra Electrolysis Inc,4.9,35,6200 Chase Oaks Blvd STE 103,Plano,Texas,US,http://hairremovalplano.com/,(972) 527-4247,Hair removal service,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Abracadabra%20Electrolysis%20Inc&query_place_id=ChIJS2Qg6DUYTIYR2PKzJSEuQqw,Hair removal service,,50
Exposé Skin | Facial Spa,5.0,43,6800 Alma Dr Ste 102,Plano,Texas,US,https://www.exposeskin.com/?fbclid=PAZXh0bgNhZW0CMTEAAaY-8bwebB9qZG-VX0ELJ-7OMJ_d9D1CwwSTiuKMx5XO1hgMRhVmG9FXnJI_aem_ilJgL61C2v4qCjVtRS5Pfw,(469) 235-5564,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Expos%C3%A9%20Skin%20%7C%20Facial%20Spa&query_place_id=ChIJ-Xnuey0YTIYRJ9qxTmjLFcU,Medical spa,,50
GLO30 Plano,5.0,16,4901 W Park Blvd Suite 531,Plano,Texas,US,https://glo30.com/dallas-plano/,(214) 997-6983,Skin care clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GLO30%20Plano&query_place_id=ChIJiWVyyeMjTIYR4Da6uLkPDNs,Skin care clinic,,50
Live Young Wellness Spa - Allen,4.8,21,820 Alma Dr Ste 130,Allen,Texas,US,https://liveyoungspa.com/,(945) 215-7700,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Live%20Young%20Wellness%20Spa%20-%20Allen&query_place_id=ChIJwWk5XIAXTIYRwf1Cgo8Thaw,Medical spa,,50
Village Aesthetics,4.8,22,5425 W Spring Creek Pkwy #210,Plano,Texas,US,https://villageaesthetics.com/,(972) 433-5077,Medical spa,Hair removal service,Skin care clinic,,,,,,,,https://www.google.com/maps/search/?api=1&query=Village%20Aesthetics&query_place_id=ChIJCfQf1_sjTIYRNkhbkQPbb1g,Medical spa,,50
Diamond Shine Skin Lounge,5.0,24,4909 W Park Blvd Suite 12,Plano,Texas,US,https://www.diamondshineskinlounge.com/,(469) 363-6600,Skin care clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Diamond%20Shine%20Skin%20Lounge&query_place_id=ChIJlRu_-m0jTIYR7SnzaUkjuxE,Skin care clinic,,50
Laser Essentials Medical Spa,5.0,31,1212 Coit Rd # 107,Plano,Texas,US,https://laseressentials.net/,(972) 599-0745,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Laser%20Essentials%20Medical%20Spa&query_place_id=ChIJyXfyJN8jTIYRgic3V0ZTfZg,Medical spa,,50
Next Level Med Solutions,5.0,29,3300 Dallas Pkwy Suite 110,Plano,Texas,US,https://www.nextlevelmedsolutions.com/,(972) 378-7657,Medical spa,Facial spa,Health and beauty shop,IV therapy service,Laser hair removal service,Skin care clinic,Spa,Weight loss service,,,https://www.google.com/maps/search/?api=1&query=Next%20Level%20Med%20Solutions&query_place_id=ChIJo8Pt3mYjTIYRc3CJgFM7lwo,Medical spa,,50
NG Beauty Studio Inc.,4.4,68,2949 W 15th St,Plano,Texas,US,http://www.ngbeauties.com/,(945) 201-0046,Beauty salon,Medical spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=NG%20Beauty%20Studio%20Inc.&query_place_id=ChIJqykMt48fTIYRvF4btcdxPn4,Beauty salon,,45
Red Mountain Weight Loss,4.3,77,5930 W Park Blvd #100,Plano,Texas,US,https://www.redmountainweightloss.com/areas-served/plano-tx/,(214) 960-5245,Weight loss service,Medical spa,Men's health physician,,,,,,,,https://www.google.com/maps/search/?api=1&query=Red%20Mountain%20Weight%20Loss&query_place_id=ChIJWR7j3IAjTIYRQtdtuztgyt8,Weight loss service,,45
Family Health and Wellness of Plano,4.4,57,5148 Village Creek Dr Suite 300,Plano,Texas,US,https://www.familyhealthwellnessplanotx.com/,(469) 661-1100,Wellness center,Chiropractor,Doctor,General practitioner,Holistic medicine practitioner,Medical spa,Nutritionist,Pain management physician,Physical therapist,Weight loss service,https://www.google.com/maps/search/?api=1&query=Family%20Health%20and%20Wellness%20of%20Plano&query_place_id=ChIJ60yZt7EjTIYRFI5epDaZKXs,Wellness center,,45
Skin Magic Aesthetics,5.0,46,1805 Preston Rd Suite 101,Plano,Texas,US,http://skinmagicmedspa.com/,,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skin%20Magic%20Aesthetics&query_place_id=ChIJG3FBBiIjTIYRXIb_bXpyp2g,Spa,,45
Aesthetician Nasrin,4.4,58,"Inside Legacy Salons, 4140 Legacy Dr Suite 9",Plano,Texas,US,https://aesthetician-nasrin.com/,(214) 289-1280,Laser hair removal service,Day spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aesthetician%20Nasrin&query_place_id=ChIJa215EyIjTIYR9Wyr4fnvsSI,Laser hair removal service,,45
Herbal Homeocare - Dr. Kiran Parekh M.D - Plano Office,4.4,61,2828 W Parker Rd #102,Plano,Texas,US,https://dallas-homeopathy.com/,(469) 209-9264,Homeopath,Alternative medicine practitioner,Holistic medicine practitioner,Naturopathic practitioner,,,,,,,https://www.google.com/maps/search/?api=1&query=Herbal%20Homeocare%20-%20Dr.%20Kiran%20Parekh%20M.D%20-%20Plano%20Office&query_place_id=ChIJ13d3YO0iTIYRogILIuPT5Ss,Homeopath,,45
Spectra Salon Suites,4.3,15,1805 Preston Rd,Plano,Texas,US,https://www.spectrasalonsuites.com/locations/plano,(972) 835-1527,Beauty salon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spectra%20Salon%20Suites&query_place_id=ChIJA52lgf4jTIYR4jmRaqgmKOA,Beauty salon,,40
"Dr. Patty K. Young, MD",4.2,41,4104 W 15th St STE 200,Plano,Texas,US,http://www.premierplasticsurgeryoftexas.com/,(972) 398-1131,Plastic surgeon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Patty%20K.%20Young%2C%20MD&query_place_id=ChIJcSBckUIiTIYREYoAFyS8Fr8,Plastic surgeon,,40
Clear Allergy & Immunology,4.2,21,5904 Chapel Hill Blvd STE 103,Plano,Texas,US,http://planoallergydoctor.com/,(972) 473-2532,Medical clinic,Allergist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Clear%20Allergy%20%26%20Immunology&query_place_id=ChIJzSRfunsjTIYRohHw0mBZLhk,Medical clinic,,40
Forever Young Skin and Body,4.1,45,3501 Midway Rd #220,Plano,Texas,US,http://foreveryoungskinbody.com/,(469) 535-1574,Skin care clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Forever%20Young%20Skin%20and%20Body&query_place_id=ChIJ41XP1p4kTIYRv-jsZVozLVU,Skin care clinic,,40
Skin M.D. and Beyond,4.3,43,6517 Preston Rd,Plano,Texas,US,https://www.skinmdandbeyond.com/,(972) 608-0808,Dermatologist,Cosmetics store,Plastic surgery clinic,Skin care clinic,Weight loss service,,,,,,https://www.google.com/maps/search/?api=1&query=Skin%20M.D.%20and%20Beyond&query_place_id=ChIJ2QFlCCYjTIYRALXrAcSmltU,Dermatologist,,40
Silk Skin Laser Center,4.4,35,"4909 W Park Blvd Ste 157, Room 40",Plano,Texas,US,http://www.silkskinlasercenter.net/,(214) 675-8561,Laser hair removal service,Skin care clinic,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Silk%20Skin%20Laser%20Center&query_place_id=ChIJiZ2vMlUiTIYRo4mBblc7pEc,Laser hair removal service,,40
Dr. Nuzhat Ahmed,4.3,38,9925 Gillespie Dr ste 3400,Plano,Texas,US,http://www.cpcfrisco.com/,(214) 383-0001,Internist,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Nuzhat%20Ahmed&query_place_id=ChIJT_xWfIA9TIYR7_GfMC6RJoo,Internist,,40
