"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dermaesthetics...by Alexandra","5","1","8308 Preston Rd Ste 200 Rm 236","Plano","Texas","US","http://www.derma.services/","(972) 816-5200","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dermaesthetics...by%20Alexandra&query_place_id=ChIJEQaT71M9TIYRKdT3FnNrFJo","Skin care clinic"
"Herzog Vitality Center","4.9","117","1820 Preston Park Blvd #1600","Plano","Texas","US","https://herzogvitalitycenter.com/","(972) 833-6200","Wellness center","Health consultant","Health counselor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Herzog%20Vitality%20Center&query_place_id=ChIJweTBmp4kTIYRErmF-7FregY","Wellness center"
"Tiffany Ho, MD - Oculoplastic Surgeon","5","15","1708 Coit Rd #200","Plano","Texas","US","https://oatexas.com/","(214) 369-0555","Ophthalmology clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tiffany%20Ho%2C%20MD%20-%20Oculoplastic%20Surgeon&query_place_id=ChIJn_QOVvAjTIYRht9TKon485A","Ophthalmology clinic"
"Daniela Bell Makeup Studio","4.9","167","1921 Preston Rd suite 2066 room 145","Plano","Texas","US","https://www.danielabellbeauty.com/","(469) 714-5781","Permanent make-up clinic","Beauty school","Hair salon","Make-up artist",,,,,,,"https://www.google.com/maps/search/?api=1&query=Daniela%20Bell%20Makeup%20Studio&query_place_id=ChIJ9Y3pKqojTIYRjJDqTbCJxt8","Permanent make-up clinic"
"West Plano Dry Eye & Aesthetics","5","53","4020 W Plano Pkwy","Plano","Texas","US","http://westplanodryeye.com/","(469) 999-2747","Medical spa","Eye care center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=West%20Plano%20Dry%20Eye%20%26%20Aesthetics&query_place_id=ChIJ-SrhibQlTIYRNUzeXpZXlww","Medical spa"
"Express Health Systems","4.8","459","230 W Parker Rd suite 210a","Plano","Texas","US","https://www.expresshealthsystems.com/","(469) 786-1751","Weight loss service","Walk-in clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Express%20Health%20Systems&query_place_id=ChIJNQ4kYlMYTIYRkN0KEQtaKqA","Weight loss service"
"Dr. Nuzhat Ahmed","4.3","38","9925 Gillespie Dr ste 3400","Plano","Texas","US","http://www.cpcfrisco.com/","(214) 383-0001","Internist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Nuzhat%20Ahmed&query_place_id=ChIJT_xWfIA9TIYR7_GfMC6RJoo","Internist"
"Esthetic Image Dentistry","4.9","105","4708 W Plano Pkwy STE 100","Plano","Texas","US","http://www.estheticimagedentistry.com/","(972) 612-8388","Dentist","Cosmetic dentist","Dental implants provider",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Esthetic%20Image%20Dentistry&query_place_id=ChIJdbZ4PE0iTIYRKg2Fb7Nwgkc","Dentist"
"Plano Plastic Surgery","4.8","161","4100 W 15th St STE 106","Plano","Texas","US","https://dryaker.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb","(972) 985-7474","Plastic surgeon","Surgeon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plano%20Plastic%20Surgery&query_place_id=ChIJ238AKWgiTIYRX2FFOOfE3xs","Plastic surgeon"
"Lavande Face & Body","5","30","8308 Preston Rd #211","Plano","Texas","US","http://www.lavandefaceandbody.com/","(972) 768-4256","Skin care clinic","Waxing hair removal service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lavande%20Face%20%26%20Body&query_place_id=ChIJJUAZRsM8TIYRlzPqFO5qLR4","Skin care clinic"
"Parsha Forouzan, MD","5","275","9955 Gillespie Dr Suite 100","Plano","Texas","US","https://www.brookseyemd.com/dr-parsha-forouzan-ophthalmologist/?utm_source=Google&utm_medium=GBP&utm_id=Provider","(972) 403-1110","Ophthalmologist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parsha%20Forouzan%2C%20MD&query_place_id=ChIJ-fLFuqM9TIYRQW9mZLOLN84","Ophthalmologist"
"NeoWell","4.8","158","8200 Preston Rd Suite 100","Plano","Texas","US","https://neowell.com/","(972) 746-8887","Training center","Medical spa","Wellness center",,,,,,,,"https://www.google.com/maps/search/?api=1&query=NeoWell&query_place_id=ChIJiVLhx_A9TIYRnO-kL5Rejag","Training center"
"Dr. Patty K. Young, MD","4.2","41","4104 W 15th St STE 200","Plano","Texas","US","http://www.premierplasticsurgeryoftexas.com/","(972) 398-1131","Plastic surgeon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Patty%20K.%20Young%2C%20MD&query_place_id=ChIJcSBckUIiTIYREYoAFyS8Fr8","Plastic surgeon"
"Aesthetician Nasrin","4.4","58","Inside Legacy Salons, 4140 Legacy Dr Suite 9","Plano","Texas","US","https://aesthetician-nasrin.com/","(214) 289-1280","Laser hair removal service","Day spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aesthetician%20Nasrin&query_place_id=ChIJa215EyIjTIYR9Wyr4fnvsSI","Laser hair removal service"
"Sophia Rahman, MD- Primary Care, Weight Management & Aesthetics","4.6","109","1212 Coit Rd #105","Plano","Texas","US","https://www.sophiarahmanmd.com/","(972) 782-2811","Doctor","General practitioner","Hair replacement service","Health consultant","Internist","Medical Center","Medical clinic","Medical spa","Women's health clinic","Skin care clinic","https://www.google.com/maps/search/?api=1&query=Sophia%20Rahman%2C%20MD-%20Primary%20Care%2C%20Weight%20Management%20%26%20Aesthetics&query_place_id=ChIJ03RUVAwnTIYRgGLZqweKu1A","Doctor"
"Premier Plastic Surgery Center Tx","5","6","4104 W 15th St","Plano","Texas","US","https://www.premierplasticsurgeryoftexas.com/","(972) 398-1131","Plastic surgeon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Premier%20Plastic%20Surgery%20Center%20Tx&query_place_id=ChIJcSBckUIiTIYRztK8XFYwAVM","Plastic surgeon"
"RUMI Aesthetics","4.7","69","3465 National Dr Suite 105","Plano","Texas","US","http://www.rumiaesthetics.com/","(214) 894-4533","Medical spa","Facial spa","Medical clinic","Skin care clinic","Spa","Weight loss service",,,,,"https://www.google.com/maps/search/?api=1&query=RUMI%20Aesthetics&query_place_id=ChIJCTOJVhA9TIYRQDScEjNxP-Y","Medical spa"
"Women's Health Boutique","4.7","73","3115 W Parker Rd #270","Plano","Texas","US","http://www.mywhb.com/","(972) 985-4477","Medical supply store","Maternity store","Orthotics & prosthetics service","Wig shop",,,,,,,"https://www.google.com/maps/search/?api=1&query=Women's%20Health%20Boutique&query_place_id=ChIJbaRuUoMiTIYRPU683t_rFhg","Medical supply store"
"Belleza Colombiana","4.8","378","6101 Chapel Hill Blvd Suite 104","Plano","Texas","US","https://bellezacolombianaspa.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","(469) 316-4055","Lymph drainage therapist","Massage spa","Massage therapist","Medical spa","Weight loss service","Wellness center",,,,,"https://www.google.com/maps/search/?api=1&query=Belleza%20Colombiana&query_place_id=ChIJY2_i7xIjTIYRxQPSaO7MPqM","Lymph drainage therapist"
"Advanced Surgical Arts","4.8","36","5508 W Plano Pkwy #200","Plano","Texas","US","https://advsurgicalarts.com/","(972) 612-1900","Medical spa","Cosmetic surgeon","Facial spa","Hair replacement service","Laser hair removal service","Medical clinic","Medical office","Skin care clinic","Surgeon","Vascular surgeon","https://www.google.com/maps/search/?api=1&query=Advanced%20Surgical%20Arts&query_place_id=ChIJ238AKWgiTIYRNm38ESdcDJY","Medical spa"
"Sada Cosmetic NP Med Spa/Botox & Filler Plano","5","54","7800 Preston Rd # 145","Plano","Texas","US","http://www.sadamedspa.com/","(214) 207-4649","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sada%20Cosmetic%20NP%20Med%20Spa%2FBotox%20%26%20Filler%20Plano&query_place_id=ChIJNZ1E5DofTIYRZNx8BmRkQUw","Medical spa"
"Atlas Cosmetic & Family Dentistry of Plano","4.9","293","909 W Spring Creek Pkwy Ste 490","Plano","Texas","US","https://www.atlasdentistryplano.com/","(469) 367-0266","Dentist","Cosmetic dentist","Dental clinic","Dental implants provider","Emergency dental service","Pediatric dentist",,,,,"https://www.google.com/maps/search/?api=1&query=Atlas%20Cosmetic%20%26%20Family%20Dentistry%20of%20Plano&query_place_id=ChIJrTN68lwZTIYRp0mrgK2M7Qw","Dentist"
"LaserAway Plano","5","31","1900 Preston Rd #203","Plano","Texas","US","https://www.laseraway.com/locations/tx/plano/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(972) 725-4245","Laser hair removal service","Hair removal service","Health and beauty shop","Medical spa","Skin care clinic","Tattoo removal service",,,,,"https://www.google.com/maps/search/?api=1&query=LaserAway%20Plano&query_place_id=ChIJvb-wIbwjTIYR71RwfvKG7aQ","Laser hair removal service"
"Stewart Center for Plastic Surgery and Hand","5","38","6130 W Parker Rd #110","Plano","Texas","US","https://stewartcenterdallas.com/","(972) 761-5464","Plastic surgeon","Hand surgeon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stewart%20Center%20for%20Plastic%20Surgery%20and%20Hand&query_place_id=ChIJmVgwEk4lTIYRmQcRZVo7t_0","Plastic surgeon"
"Dallas Associated Dermatologists","4.9","3042","7000 Preston Rd Suite #500","Plano","Texas","US","https://dallasassocderm.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website_link&y_source=1_NjYyNDA0OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(214) 987-3376","Dermatologist","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dallas%20Associated%20Dermatologists&query_place_id=ChIJgQ_QHCsjTIYRx-Lu2FI-Hf8","Dermatologist"
"InjectCo MedSpa Plano","4.9","80","Inside of Phenix Suites of Willow Bend, 5964 W Parker Rd Suite 107","Plano","Texas","US","https://injectco.com/services/med-spa-plano-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-plano","(972) 430-9297","Medical spa","Facial spa","Hair replacement service","Men's health physician","Women's health clinic","Skin care clinic","Weight loss service","Wellness center",,,"https://www.google.com/maps/search/?api=1&query=InjectCo%20MedSpa%20Plano&query_place_id=ChIJr6p6KFQjTIYRu1N9Gw-6hO0","Medical spa"
"Rebecca Christian RN","5","10","5904 Chapel Hill Blvd STE 103","Plano","Texas","US","https://rebeccanosebest.com/","(903) 445-0616","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rebecca%20Christian%20RN&query_place_id=ChIJDTFwTHQjTIYR27rMS9EdOEI","Skin care clinic"
"LC Luxury Salon","4.7","28","3645 Dallas Pkwy #535","Plano","Texas","US","https://lcluxurysalon.com/","(972) 608-9922","Hair salon","Beauty salon","Hair extension technician",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LC%20Luxury%20Salon&query_place_id=ChIJuXLimmAjTIYRrtPd4DvwvGY","Hair salon"
"360 Body Med Spa","5","24","3013 W Spring Creek Pkwy Suite 400 Room 1","Plano","Texas","US","https://rashaqudadeh.glossgenius.com/","(210) 849-6087","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=360%20Body%20Med%20Spa&query_place_id=ChIJzSQbGzQ9TIYR-hfrSL6-eaU","Medical spa"
"Aesthetic Collective Plano","5","114","7800 Dallas Pkwy #100","Plano","Texas","US","http://www.ac-plano.com/","(469) 829-2975","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aesthetic%20Collective%20Plano&query_place_id=ChIJk5TsklQ9TIYRswr4u3qnXd0","Medical spa"
"Elase - Plano","4","4","7501 Lone Star Dr B140","Plano","Texas","US","https://elase.com/locations/plano/?utm_source=gmb&utm_medium=organic&utm_campaign=Plano","(972) 944-8839","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elase%20-%20Plano&query_place_id=ChIJq42f7Hk9TIYR3Y5RoglP1PU","Medical spa"
"Advanced Veterinary Care of Plano","4.9","183","3013 Spring Creek Pkwy #700","Plano","Texas","US","https://www.advancedvetcare.com/","(972) 618-0301","Animal hospital","Veterinarian",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Advanced%20Veterinary%20Care%20of%20Plano&query_place_id=ChIJE6Ot36AiTIYR4fEm86vHjKE","Animal hospital"
"Doohi Lee, MD","4.5","24","5508 W Plano Pkwy #200","Plano","Texas","US","https://www.advsurgicalarts.com/","(972) 612-1900","Plastic surgeon","Doctor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Doohi%20Lee%2C%20MD&query_place_id=ChIJ70nr_QMjTIYRZbCRboov6b4","Plastic surgeon"
"Ma'Belle Medspa Plano. Most affordable Semaglutide","5","7","6101 Windhaven Pkwy Suite 150 Room 12","Plano","Texas","US","https://www.mabellemedspa.com/services-plano?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1557388696488243239","(469) 999-6393","Medical spa","Laser hair removal service","Skin care clinic","Weight loss service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Ma'Belle%20Medspa%20Plano.%20Most%20affordable%20Semaglutide&query_place_id=ChIJLWv1laYjTIYRjAWSI-90hys","Medical spa"
"U Med Spa","4.9","1165","5717 Legacy Dr Suite 170","Plano","Texas","US","https://umedspa.com/","(972) 636-6299","Medical spa","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=U%20Med%20Spa&query_place_id=ChIJz-wOVbE8TIYROmo0LS8t3Ms","Medical spa"
"Brobst Facial Plastic Surgery and Aesthetics - Robert Brobst, M.D.","4.8","139","4800 Hedgcoxe Rd #250","Plano","Texas","US","http://drbrobst.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","(972) 618-2212","Plastic surgeon","Medical spa","Otolaryngologist",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Brobst%20Facial%20Plastic%20Surgery%20and%20Aesthetics%20-%20Robert%20Brobst%2C%20M.D.&query_place_id=ChIJpb_sK9c8TIYRiLAKdBvzCt4","Plastic surgeon"
"Skinnovations","5","8","6100 Windhaven Pkwy","Plano","Texas","US","http://planoskinnovations.com/","(214) 615-7866","Skin care clinic","Medical spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skinnovations&query_place_id=ChIJSQjTLl8jTIYRNOAjqHsC4t8","Skin care clinic"
"Seoul Glow Studio","5","17","4017 Preston Rd #525","Plano","Texas","US","http://salonlume.glossgenius.com/","(469) 209-5881","Facial spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Seoul%20Glow%20Studio&query_place_id=ChIJU5NXj6AjTIYREolzLZud0u4","Facial spa"
"U.S. Dermatology Partners Plano","4.8","3263","5030 Tennyson Pkwy #100","Plano","Texas","US","https://www.usdermatologypartners.com/locations/texas/plano/5030-tennyson-pkwy-ste-100/","(972) 985-9003","Dermatologist","Medical group","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=U.S.%20Dermatology%20Partners%20Plano&query_place_id=ChIJO-boZy8jTIYRi4NG0yVkuHk","Dermatologist"
"Clear Allergy & Immunology","4.2","21","5904 Chapel Hill Blvd STE 103","Plano","Texas","US","http://planoallergydoctor.com/","(972) 473-2532","Medical clinic","Allergist",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clear%20Allergy%20%26%20Immunology&query_place_id=ChIJzSRfunsjTIYRohHw0mBZLhk","Medical clinic"
"Skinique Med Spa & Wellness","4.7","19","6200 Preston Rd #300","Plano","Texas","US","http://www.skiniquemedspa.com/","(469) 209-4707","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJA8j9mD4jTIYRXnZvU3trdpA","Medical spa"
"B Whole Aesthetics and Wellness","4.8","48","6833 Coit Rd","Plano","Texas","US","http://www.bwholeaesthetics.com/","(214) 643-8048","Wellness center","Medical clinic","Medical spa","Weight loss service",,,,,,,"https://www.google.com/maps/search/?api=1&query=B%20Whole%20Aesthetics%20and%20Wellness&query_place_id=ChIJu19FSi4jTIYR9FuPLEdS_m8","Wellness center"
"Solēre Aesthetics","5","48","8240 Preston Rd Suite 200","Plano","Texas","US","https://mysolere.com/","(281) 669-0669","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sol%C4%93re%20Aesthetics&query_place_id=ChIJWVMReyU9TIYRZT1DxSGrcss","Medical spa"
"VIVA Medspa","4.9","55","5880 Ashmill Dr Ste 250","Plano","Texas","US","https://www.vivamedspa.com/","(972) 378-3870","Medical spa","Facial spa","IV therapy service","Laser hair removal service","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=VIVA%20Medspa&query_place_id=ChIJ8YRIDbA8TIYRc6FTJD8t5fo","Medical spa"
"Shimaa Beauty Center","5","43","3921 W Park Blvd Ste 150","Plano","Texas","US","https://shimaabeautycenter.com/","(817) 210-5085","Medical spa","Facial spa","Laser hair removal service","Skin care clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Shimaa%20Beauty%20Center&query_place_id=ChIJWcicEGIjTIYRy_KXsLMN6HA","Medical spa"
"Skintastic Med Spa","5","27","6020 W Parker Rd Suite 430","Plano","Texas","US","https://www.skintastic.com/","(972) 535-6000","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skintastic%20Med%20Spa&query_place_id=ChIJ6dtgM1UjTIYROB0KxCPP8y0","Medical spa"
"Bader Facial Plastics","4.7","182","3310 Dallas Pkwy Suite 201","Plano","Texas","US","http://www.baderfacialplastics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localsearch","(214) 501-2021","Plastic surgeon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bader%20Facial%20Plastics&query_place_id=ChIJueouR2YiTIYR4dkzZ74NmwA","Plastic surgeon"
"Angelic Skin Aesthetics, LLC","5","48","8105 Rasor Boulevard Suite 240","Plano","Texas","US","http://www.skinangelic.com/","(214) 498-9817","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angelic%20Skin%20Aesthetics%2C%20LLC&query_place_id=ChIJL6gF4qg9TIYRdlfzPDW9f1A","Facial spa"
"Uplift Medspa Health & Wellness","5","144","5136 Village Creek Dr #502","Plano","Texas","US","http://upliftmedspa.com/","(972) 665-8664","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Uplift%20Medspa%20Health%20%26%20Wellness&query_place_id=ChIJOaosxx0hTIYRwgghz8vKkVQ","Medical spa"
"Rose Aesthetics","4.8","16","8100 Dallas Pkwy Ste 211","Plano","Texas","US","http://roseaesthetics.co/","(214) 522-7870","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rose%20Aesthetics&query_place_id=ChIJWb_J1vI9TIYRU1fgk7y2hDw","Medical spa"
"Timeless Beauty By Renee","4.6","67","6217 Chapel Hill Blvd STE 200","Plano","Texas","US","http://www.beautybyrenee.com/","(214) 674-0802","Permanent make-up clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Timeless%20Beauty%20By%20Renee&query_place_id=ChIJYwi4-IEkTIYRJ5EKP7YPXSI","Permanent make-up clinic"
"Winks Lash Lounge and Spa/ Delaney Salon Suites","4.7","13","4709 W Parker Rd #114","Plano","Texas","US","http://winkslashloungeandspa.com/","(972) 638-9657","Beauty salon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Winks%20Lash%20Lounge%20and%20Spa%2F%20Delaney%20Salon%20Suites&query_place_id=ChIJo_lR-eIiTIYRwZtLM3cPrjw","Beauty salon"
"vie d'élite med spa | Plano TX","4.9","31","5945 Dallas Pkwy","Plano","Texas","US","https://www.viedelite.com/?utm_campaign=gmb","(945) 899-0001","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=vie%20d'%C3%A9lite%20med%20spa%20%7C%20Plano%20TX&query_place_id=ChIJEz0Q5usjTIYRrnXWf9ZDcWI","Medical spa"
